DoubletNumber,X,Y,Z,Idx_A,Idx_B,Angle,A_Shift,B_Shift
1,-403.4526280338962,48.12917619454857,6700.0,1,0,0,-70,70
1,-402.525957620296,47.05641728471859,6720.0,1,0,0,-70,70
1,-401.59553330001637,45.96112796357214,6740.0,1,0,0,-70,70
1,-400.66113803708754,44.84402536754637,6760.0,1,0,0,-70,70
1,-399.72255479553974,43.7058266330784,6780.0,1,0,0,-70,70
1,-398.7795665394033,42.54724889660543,6800.0,1,0,0,-70,70
1,-397.83195623270854,41.36900929456457,6820.0,1,0,0,-70,70
1,-396.87950683948566,40.17182496339297,6840.0,1,0,0,-70,70
1,-395.9220013237651,38.956413039527774,6860.0,1,0,0,-70,70
1,-394.95922264957693,37.72349065940614,6880.0,1,0,0,-70,70
1,-393.99095378095166,36.473774959465196,6900.0,1,0,0,-70,70
1,-393.0169776819194,35.20798307614211,6920.0,1,0,0,-70,70
1,-392.03707731651053,33.926832145874016,6940.0,1,0,0,-70,70
1,-391.05103564875526,32.63103930509803,6960.0,1,0,0,-70,70
1,-390.05863564268395,31.32132169025136,6980.0,1,0,0,-70,70
1,-389.0596602623269,29.998396437771117,7000.0,1,0,0,-70,70
1,-388.0538924717143,28.662980684094443,7020.0,1,0,0,-70,70
1,-387.0411152348765,27.3157915656585,7040.0,1,0,0,-70,70
1,-386.02111151584376,25.957546218900422,7060.0,1,0,0,-70,70
1,-384.9936642786464,24.58896178025736,7080.0,1,0,0,-70,70
1,-383.95855648731464,23.210755386166447,7100.0,1,0,0,-70,70
1,-382.91557110587894,21.823644173064853,7120.0,1,0,0,-70,70
1,-381.86449109836934,20.428345277389706,7140.0,1,0,0,-70,70
1,-380.8050994288163,19.02557583557817,7160.0,1,0,0,-70,70
1,-379.73717906125,17.616052984067377,7180.0,1,0,0,-70,70
1,-378.6605129597008,16.20049385929447,7200.0,1,0,0,-70,70
1,-377.57488408819887,14.779615597696608,7220.0,1,0,0,-70,70
1,-376.48007541077465,13.354135335710936,7240.0,1,0,0,-70,70
1,-375.37586989145836,11.924770209774579,7260.0,1,0,0,-70,70
1,-374.26205049428034,10.492237356324686,7280.0,1,0,0,-70,70
1,-373.13840018327073,9.05725391179844,7300.0,1,0,0,-70,70
1,-372.00470192245996,7.6205370126329655,7320.0,1,0,0,-70,70
1,-370.8607386758782,6.182803795265386,7340.0,1,0,0,-70,70
1,-369.7062934075558,4.74477139613289,7360.0,1,0,0,-70,70
1,-368.54114908152314,3.3071569516725816,7380.0,1,0,0,-70,70
1,-367.36508866181026,1.8706775983216204,7400.0,1,0,0,-70,70
1,-366.1778951124477,0.43605047251717366,7420.0,1,0,0,-70,70
1,-364.97935139746556,-0.996007289303634,7440.0,1,0,0,-70,70
1,-363.7692404808942,-2.4247785507036497,7460.0,1,0,0,-70,70
1,-362.547345326764,-3.849546175245713,7480.0,1,0,0,-70,70
1,-361.3134488991051,-5.2695930264927355,7500.0,1,0,0,-70,70
1,-360.06733416194777,-6.6842019680074785,7520.0,1,0,0,-70,70
1,-358.80878407932244,-8.092655863352867,7540.0,1,0,0,-70,70
1,-357.5375816152592,-9.494237576091741,7560.0,1,0,0,-70,70
1,-356.25350973378863,-10.888229969786927,7580.0,1,0,0,-70,70
1,-354.9563513989407,-12.273915908001328,7600.0,1,0,0,-70,70
1,-353.6458895747459,-13.650578254297763,7620.0,1,0,0,-70,70
1,-352.3219072252345,-15.01749987223905,7640.0,1,0,0,-70,70
1,-350.9841873144366,-16.373963625388143,7660.0,1,0,0,-70,70
1,-349.6325128063827,-17.71925237730781,7680.0,1,0,0,-70,70
1,-348.266666665103,-19.052648991560915,7700.0,1,0,0,-70,70
1,-346.88643185462774,-20.373436331710337,7720.0,1,0,0,-70,70
1,-345.49159133898735,-21.68089726131896,7740.0,1,0,0,-70,70
1,-344.0819280822119,-22.97431464394957,7760.0,1,0,0,-70,70
1,-342.6572250483319,-24.252971343165044,7780.0,1,0,0,-70,70
1,-341.2172652013775,-25.51615022252824,7800.0,1,0,0,-70,70
1,-339.76183150537895,-26.763134145602038,7820.0,1,0,0,-70,70
1,-338.2907069243667,-27.99320597594925,7840.0,1,0,0,-70,70
1,-336.8036744223709,-29.205648577132777,7860.0,1,0,0,-70,70
1,-335.30051696342184,-30.399744812715426,7880.0,1,0,0,-70,70
1,-333.78101751154986,-31.574777546260037,7900.0,1,0,0,-70,70
